departamento;distrito;zona  ;direccion;latitud;longitud;codigo_ue;unidad_educativa;cod_edif_educativo
LA PAZ;TEOPONTE;COLONIA CHACOMA IRPA GRANDE;COLONIA CHACOMA IRPA GRANDE;-15,5101;-67,6917;10680001;NUEVA ESTRELLA IRPA GRANDE;10680001
LA PAZ;TEOPONTE;;MAYAYA;-15,359349;-67,642136;10680002;SARTAWI;10680002
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CANUTA;ZONA CANUTA;-17,421453;-68,478196;10710001;CANUTA;10710001
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CHIJMUNI PAMPA;ZONA CHIJMUNI PAMPA;-17,527945;-68,26473;10710003;CHIJMUNI PAMPA;10710002
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA CRUCERO;-17,408251;-68,500454;10710004;CRUCERO;10710003
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);HICHURAYA;ZONA HUICHURAYA;-17,333944;-68,439113;10710005;HUICHURAYA;10710004
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA HUAJRUMA;-17,577059;-68,391818;10710006;HUAJRUMA;10710005
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;VILLA PUSILLA;-17,517286;-68,331078;10710007;VILLA PUSILLA;10710006
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA TOTORJOKO;-17,510702;-68,421848;10710008;TOTORJOKO;10710007
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA JANKO CHAULLANI;-17,580329;-68,325834;10710009;JANKO CHAULLANI;10710008
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);ACOPATA;ZONA ACOPATA;-17,468826;-68,472921;10710010;ACOPATA;10710009
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);TOTORANI;ZONA TOTORANI;-17,438675;-68,521483;10710011;TOTORANI;10710010
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA VITUYA;-17,383408;-68,436784;10710012;VITUYA;10710011
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA ROMERO PAMPA;-17,359445;-68,235679;10710013;ROMERO PAMPA A;10710012
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);HUAYLLAPANTA;HUAYLLAPANTA;-17,279117;-68,263179;10710015;HUAYLLAPANTA;10710013
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;POKEVILLKE;-17,328569;-68,276995;10710016;POKEVILLQUE;10710014
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);HUAREJANA;HUAREJANA;-17,437524;-68,292686;10710017;HUAREJANA;10710015
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);MIKAYANI;MIKAYANI;-17,448138;-68,228661;10710018;MIKAYANI;10710016
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;LUPACAMAYA;-17,343193;-68,211912;10710019;LUPACAMAYA;10710017
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ZONA JAYUMA;-17,376359;-68,257384;10710020;JAYUMA;10710018
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;PICHINI;-17,368012;-68,246941;10710021;PICHINI;10710019
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;CHOQUEPUJO;-17,36247;-68,367178;10710022;CHOQUEPUJO;10710020
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);VILAQUE;VILAQUE;-17,325323;-68,319198;10710023;VILAQUE;10710021
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);COLLPACANTA;COLLPACANTA;-17,341055;-68,315883;10710024;COLLPACANTA;10710022
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);VILLA PUCHINI;VILLA PUCHUNI;-17,283985;-68,31967;10710025;VILLA PUCHUNI;10710023
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CHULLCHAPI;CHULLCHAPI;-17,434514;-68,393671;10710026;CHULLCHAPI;10710024
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CHEJHUAYA;CHEJHUAYA;-17,317298;-68,3817;10710027;CHEJHUAYA;10710025
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CALARI;PUJRATA CALARI;-17,389455;-68,307972;10710028;PUJRATA CALARI;10710026
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);SANTIAGO DE CALLAPA;avenida principal de la localidad;-17,479077;-68,353805;10710029;JUANA AZURDUY DE PADILLA;10710027
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);PUERTO CHIVO;PUERTO CHIVO;-17,567894;-68,304676;10710031;SANKHAYUNI DE PUERTO CHIVO;10710028
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);JUCUMARINI;JUCUMARINI;-17,496073;-68,294374;10710032;SIMON BOLIVAR;10710029
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CUIPASANI;CUIPASANI;-17,429344;-68,362605;10710033;VILLA ESPERANZA DE CUIPASANI;10710030
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;JANKOHAPAYA;-17,394793;-68,395175;10710034;PORVENIR DE JANKOHAPAYA;10710031
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;JOKOPAMPA;-17,352129;-68,217978;10710037;GERMAN BUSCH DE JOKHOPAMPA;10710034
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;TIERRA GRANDE;-17,430943;-68,212469;10710038;LIBERTADOR SIMON BOLIVAR;10710035
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CONDO CUMARAVI;CUMARAVI;-17,349412;-68,335879;10710039;TUPAC AMARU;10710036
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CENTRO YARIBAY;CENTRO YARIBAY;-17,267648;-68,378399;10710040;SIMON BOLIVAR MCAL. SUCRE;10710037
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);SAN FRANCISCO DE YARIBAY;SAN FRANCISCO DE YARIBAY;-17,248244;-68,41264;10710042;SAN FRANCISCO DE YARIBAY;10710039
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);ROSAPATA YARIBAY;CMD. ROSA PATA YARIBAY;-17,224821;-68,360634;10710043;ROSA PATA YARIBAY;10710040
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CHULLUNCAYANI;CHULLUNCAYANI;-17,266488;-68,435969;10710044;CHULLUNCAYANI;10710041
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;IMAÑUTA;-17,332047;-68,484638;10710045;IMAÑUTA;10710042
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;CAMINO A TAMBO QUEMADO SUD LA PAZ;-17,369139;-68,18331;10710035,1071004;CALTECA,NACIONAL DE CALTECA;10710044
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);VILLA MERCEDES;CAMINO A TAMBO QUEMADO SUD LA PAZ;-17,377833;-68,201272;10710047;VILLA MERCEDES;10710046
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);;ROMERO PAMPA;-17,359101;-68,235711;10710014;ROMERO PAMPA B;10710047
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);SANTIAGO DE CALLAPA;PLAZA 25 DE JULIO AVENIDA PRINCIPAL DE LA LOCALIDAD;-17,479063;-68,353793;10710030;NACIONAL SANTIAGO DE CALLAPA;10710048
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CANUTA;ZONA CANUTA A 400 MT. DE LA PLAZA PRINCIPAL;-17,422356;-68,47718;10710002;GERMAN BUSCH DE CANUTA;10710049
LA PAZ;SANTIAGO DE CALLAPA (C. CALLAPA);CHALCO;CHALCO;-17,309711;-68,231599;10710048;CHALCO TORRINI;10710050
LA PAZ;COLQUENCHA/ COLLANA;COMUNIDAD;HUICHURAYA CHICO;-16,839896;-68,232024;20610001;SIMON BOLIVAR DE COLLANA;20610001
LA PAZ;COLQUENCHA/ COLLANA;;SAN NICOLAS;-16,88968;-68,287815;20610002;SAN NICOLAS;20610002
LA PAZ;MAPIRI;COOPERATIVA CASCADA LTDA;COOPERATIVA CASCADA LTDA;-15,315943;-68,31637;20680001;VILLA ESPERANZA;20680001
LA PAZ;MAPIRI;CHAROPAMPA;;-15,305716;-68,21877;20680002;BELEN;20680002
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. AYPA JACOKATA;-16,83582;-68,659135;20710002;AYPA JACOKATA;20710002
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;CMD. SURAMAYA;CMD. SURAMAYA;-16,855933;-68,729922;20710003;SURAMAYA;20710003
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. WISAMAYA;-16,892535;-68,681027;20710006;WISAMAYA;20710006
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. CHUCANAQUI;-16,937705;-68,715191;20710007;CHUCANAQUI;20710007
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. KALLA LLALLAGUA;-16,924052;-68,680333;20710009;KALLA LLALLAGUA;20710009
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. EJRA;-16,959458;-68,649826;20710011;EJRA;20710011
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. JIRAPI TUNIZCOTA;-16,972861;-68,70017;20710013;TUNIZCOTA;20710013
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. KALLA LLALLAGUA;-16,924385;-68,68007;20710014;JUAN JOSE TORREZ GONZALES;20710014
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;CMD. JIRAPI BAJA;-16,972307;-68,743378;20710015;JIRAPI BAJA;20710015
LA PAZ;CAQUIAVIRI/NAZACARA DE PACAJES;;NAZACARA;-16,938175;-68,763214;20710016;NAZACARA;20710016
SANTA CRUZ;BOYUIBE;BOYUIBE ZONA CENTRAL;AV. TCNL. RAFAEL PABON CENTRAL;-20,431327;-63,281759;21920001,2192;TCNL. RAFAEL PABON,NACIONAL GRAN CHACO;21920001
SANTA CRUZ;BOYUIBE;BOYUIBE;RUBEN TERRAZAS;-20,452019;-63,276462;21920003;RUBEN TERRAZAS;21920002
SANTA CRUZ;BOYUIBE;LAGUNA CAMATINDY;CMD. LAGUNA CAMATINDY;-20,336505;-63,277917;21920004;24 DE SEPTIEMBRE;21920003
SANTA CRUZ;BOYUIBE;POZO DEL MONTE;CMD. POZO DEL MONTE;-20,287397;-63,262088;21920006;PAULINO MORENO;21920005
SANTA CRUZ;BOYUIBE;EST. TAQUIPERENDA;EST. TAQUIPERENDA;-20,341715;-63,192587;21920005;12 DE ABRIL;21920006
SANTA CRUZ;BOYUIBE;CMD. YUQUERITI;CMD. YUQUERITI;-20,267299;-63,249744;21920008;ORLANDO GOMEZ;21920007
SANTA CRUZ;BOYUIBE;CMD. PUEBLO NUEVO;CMD. PUEBLO NUEVO;-20,41963;-63,284715;21920009;NUEVO HORIZONTE;21920008
SANTA CRUZ;BOYUIBE;CHOROQUETAL;CHOROQUETAL CANTON LA ELE;-20,443993;-62,831223;21920007;JUAN CARLOS SANCHEZ;21920009
SANTA CRUZ;BOYUIBE;HUACARETA;HUACARETA;-20,263995;-63,247696;21920010;HUACARETA;21920010
SANTA CRUZ;BOYUIBE;CHOROGUETAL;CHOROGUETAL;-20,437935;-62,830609;21920012;EL RETIRO;21920011
LA PAZ;COLQUENCHA/ COLLANA;MANQUERI;AVENIDA ESTUDIANTE COLLANA;-16,908028;-68,281328;30610001;GUALBERTO VILLARROEL;30610001
LA PAZ;COLQUENCHA/ COLLANA;TICUYO;COLQUENCHA;-16,933258;-68,242442;30610002,3061002;COLQUENCHA,PEDRO DOMINGO MURILLO A;30610002
LA PAZ;COLQUENCHA/ COLLANA;;COLQUENCHA;-16,933358;-68,246261;30610003;NACIONAL LITORAL;30610003
LA PAZ;COLQUENCHA/ COLLANA;;MICAYA;-16,95088;-68,225305;30610004;LITORAL;30610004
LA PAZ;COLQUENCHA/ COLLANA;;MACHACAMARCA;-16,878609;-68,206822;30610006;EDUARDO ABAROA;30610005
LA PAZ;COLQUENCHA/ COLLANA;;MARQUIRIVI;-16,918316;-68,269295;30610007;ANTOFAGASTA;30610006
LA PAZ;COLQUENCHA/ COLLANA;CENTRAL;SANTIAGO DE LLALLAGUA;-17,026291;-68,205855;30610009;SANTIAGO DE LLALLAGUA;30610007
LA PAZ;COLQUENCHA/ COLLANA;ACHOCO;ACHOCO;-17,061817;-68,229079;30610011;ACHOCO;30610008
LA PAZ;COLQUENCHA/ COLLANA;ACERFUJO;ACERFUJO;-17,056952;-68,2103;30610012;MEJILLONES;30610009
LA PAZ;COLQUENCHA/ COLLANA;;SANTIAGO DE LLALLAGUA AL SUDOESTE DE LA IGLESIA CATOLICA;-16,934478;-68,245327;30610013;ADVENTISTA DE COLQUENCHA;30610010
LA PAZ;COLQUENCHA/ COLLANA;;MARQUIVIRI;-16,916571;-68,267632;30610015;ADVENTISTA DE MARQUIRIVI;30610012
LA PAZ;COLQUENCHA/ COLLANA;UNCALLAMAYA;UNCALLAMAYA;-16,88142;-68,287946;30610017;PEDRO DOMINGO MURILLO B;30610014
LA PAZ;SICA SICA (C. VILLA  AROMA);;BELEN;-17,398225;-67,573148;30610018;SIMON BOLIVAR;30610015
LA PAZ;COLQUENCHA/ COLLANA;;COLLANA;-16,899323;-68,281408;30610019;ADVENTISTA SAN MARCOS DE COLLANA;30610016
LA PAZ;COLQUENCHA/ COLLANA;JUIRACOLLO;EL EDIFICIO EDUICATIVO SE HALLA EN EL CENTRO DE LA COMUNIDAD JUIRACOLLO SIN CALLE Y  S/N.;-17,014521;-68,203703;30610020;EDUARDO ABAROA A;30610017
LA PAZ;COLQUENCHA/ COLLANA;HUANCARAMI;HUANCARAMI;-17,027094;-68,180803;30610021;SIMON BOLIVAR DE HUANCARAMI;30610018
LA PAZ;COLQUENCHA/ COLLANA;ESCOCO;ESCOCO NUEVA ESPERANZA MACHACAMARCA;-16,876308;-68,208937;30610005;LADISLAO CABRERA;30610019
LA PAZ;COLQUENCHA/ COLLANA;;SANTIAGO DE LLALLAGUA SUD OESTE DE LA IGLESIA;-17,024618;-68,201489;30610010;CALAMA;30610020
LA PAZ;COLQUENCHA/ COLLANA;16 DE JULIO;AVENIDA DEL ESTUDIANTE S/N;-16,917179;-68,266083;30610023;TCNL. MAX TOLEDO;30610021
LA PAZ;COLQUENCHA/ COLLANA;ZON CHULLUMPIRI;ZONA CHULLUMPIRI AL ESTE DE LA IGLESIA;-16,885396;-68,226201;30610025;ELIZARDO PEREZ;30610022
LA PAZ;CAJUATA/ LICOMA PAMPA (C.VILLA LIBERTAD LICOM;;;-16,761822;-67,223903;30640001;SANTA ROSA;30640002
LA PAZ;CAJUATA/ LICOMA PAMPA (C.VILLA LIBERTAD LICOM;;;-16,805853;-67,203822;60640007;VILLA LIBERTAD;30640003
LA PAZ;TIPUANI;BARRIO LINDO;LARECAJA;-15,564584;-68,016873;30680001,3068002;OSCAR UNZAGA DE LA VEGA,TIPUANI;30680001
LA PAZ;TIPUANI;TIPUANI;cangalli;-15,56408;-68,014367;30680003;GERMAN BUSCH;30680002
LA PAZ;TIPUANI;;COTAPAMPA;-15,515487;-68,009942;30680004;NESTOR PAZ ZAMORA;30680003
LA PAZ;GUANAY;;COMUNIDAD PAJONAL VILAQUE;-15,444911;-68,011655;30680006;PAJONAL VILAQUE;30680005
LA PAZ;TIPUANI;;CHUQUINI;-15,604134;-68,085735;30680007;MCAL. ANDRES DE SANTA CRUZ I;30680006
LA PAZ;TIPUANI;;LA LOMA;-15,581827;-68,048975;30680009;BAUTISTA SAAVEDRA I;30680008
LA PAZ;TIPUANI;;UNUTULUNI;-15,597585;-68,097892;30680010;PEDRO DOMINGO MURILLO;30680009
LA PAZ;TIPUANI;;PANIAGUA;-15,596337;-68,084167;30680012;SIMON BOLIVAR;30680011
LA PAZ;TIPUANI;;LA RINCONADA;-15,575569;-68,026311;30680014;SAN JUANITO MONTECARLO;30680014
LA PAZ;TIPUANI;;CHIMA;-17,393455;-67,954685;30680015;16 DE JULIO;30680015
LA PAZ;TIPUANI;BARRIO LINDO;FINAL AV. GERMAN BUSCH;-15,566153;-68,011996;30680002;EDUARDO ABAROA;30680017
LA PAZ;TIPUANI;MOLLETERIO;MOLLETERIO;-15,598409;-68,074639;30680020;SAN MIGUEL;30680020
LA PAZ;TIPUANI;CHUQUINI;CHUQUINI;-15,600303;-68,082038;30680021;MARISCAL ANDRES DE SANTA CRUZ II;30680021
LA PAZ;CORO CORO/ WALDO BALLIVIAN (A. TUMARAPI);TUMARAPI;TUMARAPI CALLE AYACUCHO, ESQUINA AV. ANTOFAGASTA S/N;-17,086091;-68,187413;80710045;TUMARAPI;30710001
LA PAZ;CORO CORO/ WALDO BALLIVIAN (A. TUMARAPI);;ESQUINA PLAZA CIRILO ORUÑO, ENTRE AVENIDAS 6 DE AGOSTO Y AYACUCHO;-17,085515;-68,188771;30710001;COREA BOLIVIA;30710002
LA PAZ;CORO CORO/ WALDO BALLIVIAN (A. TUMARAPI);;COMUNIDAD  POKE;-17,083304;-68,186013;30710002;POKE;30710003
COCHABAMBA;POJO;VILLA FLORIDA;CARRETERA NUEVA SANTA CRUZ - COCHABAMBA KM. 287;-17,253884;-64,367012;30870002;ELIZARDO PEREZ;30870001
SANTA CRUZ;CAMIRI;ESTE;AV. BUSCH FINAL ESTE;-20,036026;-63,515005;31920011;HUGO ARTEAGA;31920003
SANTA CRUZ;CAMIRI;CENTRAL;AV. PETROLERA S/N;-20,041146;-63,521978;31920016,3192002;GERMAN BUSCH,JULIO SANJINES;31920004
SANTA CRUZ;CAMIRI;BARRIO ANTEZANA;BARRIO ANTEZANA CALLE MONSEÑOR PELLEGRINI Y JUAN PABLO II;-20,032961;-63,524934;31920010;SAN FRANCISCO DE ASIS;31920005
SANTA CRUZ;CAMIRI;BARRIO SAN ANTONIO;CALLE SAN ANTONIO DEL PARAPETI;-20,041529;-63,531184;31920018,3192002;12 DE JULIO,ISAAC MALDONADO REQUE;31920007
SANTA CRUZ;CAMIRI;CENTRAL;CALLE SARGENTO MACEDA ESQUINA AV. BOLIVAR;-20,038818;-63,522241;31920001,31920002,31920003,31920004,31920005;GABRIEL RENE MORENO,CAMIRI,OSCAR UNZAGA DE LA VEGA,JUANA AZURDUY DE PADILLA,ENRIQUE DOMINGUEZ;31920010
SANTA CRUZ;CAMIRI;CENTRAL;PLAZA 12 DE JULIO;-20,039992;-63,52031;31920013,31920014,31920015;EDUARDO ABAROA FRANZ TAMAYO,24 DE SEPTIEMBRE,27 DE MAYO;31920011
SANTA CRUZ;CAMIRI;URUNDAITY;CMD. URUNDAITY;-19,962514;-63,525326;31920031;URUNDAYTI;31920026
SANTA CRUZ;CAMIRI;CENTRAL;Av. Bolivar S/N entre calles Cochabamba y Oruro;-20,037938;-63,521337;31920006;GRACIELA CORTEZ DE DELGADILLO;31920030
CHUQUISACA;EL VILLAR;BARBECHOS;BARBECHOS;-19,552093;-64,2967;40450002;BARBECHOS;40450001
CHUQUISACA;EL VILLAR;EL VILLAR;ASTILLEROS;-19,82038;-64,325987;40450003;BARTOLINA SISA;40450002
CHUQUISACA;EL VILLAR;EL DORADO;EL DORADO;-19,790603;-64,329136;40450004;EL DORADO;40450003
CHUQUISACA;EL VILLAR;KARACHI MAYU;KARACHI MAYU;-19,71709;-64,198391;40450005;KARACHI MAYU;40450004
CHUQUISACA;VILLA ALCALA;KASPICANCHA;COMUNIDAD DE KASPICANCHA;-19,441162;-64,369392;40450006;KASPICANCHA;40450005
CHUQUISACA;EL VILLAR;LA REVUELTA;LA REVUELTA;-19,800112;-64,202074;40450007;LA REVUELTA;40450006
CHUQUISACA;EL VILLAR;LAGUNILLAS CHICA;LAGUNILLAS;-19,588937;-64,269029;40450008;LAGUNILLAS;40450007
CHUQUISACA;VILLA ALCALA;VILLA ALCALA;MATELA ALTA;-19,478678;-64,399998;40450010;MATELA ALTA;40450008
CHUQUISACA;VILLA ALCALA;MOSOJ LLACTA;MOSOJ LLACTA;-19,47862;-64,306274;40450011;MOSOJ LLAJTA;40450009
CHUQUISACA;VILLA ALCALA;MULACANCHA;MULACANCHA;-19,350103;-64,424186;40450012;MULACANCHA;40450010
CHUQUISACA;EL VILLAR;JUANA AZURDUY DE PADILLA;MUSKA;-19,691671;-64,20987;40450013;MUSKA;40450011
CHUQUISACA;VILLA ALCALA;NARANJOS;NARANJOS;-19,409342;-64,352703;40450014;NARANJOS;40450012
CHUQUISACA;EL VILLAR;NOGALES;NOGALES;-19,660086;-64,341029;40450015;NOGALES;40450013
CHUQUISACA;EL VILLAR;RODEITO;RODEITO;-19,822227;-64,19885;40450016;RODEITO;40450014
CHUQUISACA;EL VILLAR;SAN BLAS;SAN BLAS;-19,633541;-64,390192;40450017;SAN BLAS;40450015
CHUQUISACA;EL VILLAR;VILLAR PAMPA;VILLAR PAMPA;-19,63308;-64,275746;40450019;VILLAR PAMPA;40450017
CHUQUISACA;VILLA ALCALA;VILLCA VILLCA;VILLCA VILLCA;-19,508121;-64,299434;40450020;VILLCA VILLCA;40450018
CHUQUISACA;VILLA ALCALA;VILLA ALCALA;ALCALA;-19,365295;-64,389708;40450021;ALCALA;40450019
CHUQUISACA;EL VILLAR;EL VILLAR;EL VILLAR;-19,630206;-64,311202;40450001;MANUEL ASCENCIO PADILLA;40450020
CHUQUISACA;VILLA ALCALA;LIMABAMBA CENTRO;AVENIDA POBLACION LIMA S/N FRENTE A LA PLAZA;-19,505408;-64,334823;40450009;OSCAR ALFARO;40450025
CHUQUISACA;VILLA ALCALA;VILLA ALCALA;GARZAS CHICA;-19,346312;-64,352519;40450027;GARZAS CHICA;40450027
CHUQUISACA;EL VILLAR;PAMPA SAN AGUSTIN;PAMPA SAN AGUSTIN;-19,762713;-64,296236;40450029;PAMPAS SAN AGUSTIN;40450028
CHUQUISACA;EL VILLAR;EL VILLAR;EL VILLAR;-19,630122;-64,31066;40450028;EDUARDO ABAROA;40450030
CHUQUISACA;EL VILLAR;EL VILLAR;AV. DEL MAESTRO S/N;-19,629081;-64,31142;40450031;IPEPRO;40450031
LA PAZ;PATACAMAYA;ARAJLLANGA;ARAJLLANGA;-17,287713;-67,923841;40610001;NACIONAL AYACUCHO;40610001
LA PAZ;PATACAMAYA;CENTRO;TAIPILLANGA;-17,305684;-67,902069;40610005;TAIPILLANGA;40610005
LA PAZ;PATACAMAYA;VILLA TOTORANI;COCHINITOS;-17,305093;-67,949779;40610006;SANTIAGO DE TOTORANI;40610006
LA PAZ;PATACAMAYA;CENTRAL;COLCHANI;-17,238606;-67,850641;40610007;COLCHANI;40610007
LA PAZ;PATACAMAYA;CENTRAL;HISCACOLLO;-17,241561;-67,841475;40610008;HISCACOLLO;40610008
LA PAZ;PATACAMAYA;SASARI;CMD. SASARI;-17,226729;-67,825276;40610009;SASARI;40610009
LA PAZ;PATACAMAYA;JATUQUIRA;JATUQUIRA PUSUTA;-17,268349;-67,858397;40610010;PUSUTA DE JATUQUIRA;40610010
LA PAZ;PATACAMAYA;CAHUANUTA;CAHUANUTA;-17,220574;-67,865888;40610011;CAHUANUTA;40610011
LA PAZ;PATACAMAYA;BELEN IQUIACA.;BELEN IQUIACA;-17,198239;-67,943996;40610012;BELEN IQUIACA;40610012
LA PAZ;PATACAMAYA;COLLPA HUANCARANI;COLLPA;-17,194341;-67,956564;40610013;COLLPA HUANCARANI;40610013
LA PAZ;PATACAMAYA;MURUCHAPI;MURUCHAPI;-17,130289;-67,828111;40610015;MURUCHAPI;40610015
LA PAZ;PATACAMAYA;MANTECANI;MANTECANI;-17,153795;-67,94321;40610016;MANTECANI;40610016
LA PAZ;PATACAMAYA;CHIARAQUE;CHIARAQUE;-17,226578;-68,021571;40610017;FRANZ TAMAYO DE CHIARAQUE;40610017
LA PAZ;PATACAMAYA;MURUCRUZ;SAN MARTIN;-17,21654;-67,984032;40610018;SAN MARTIN;40610018
LA PAZ;PATACAMAYA;CAPUNUTA;CAPUNUTA;-17,249436;-68,032216;40610019;CAPUNUTA;40610019
LA PAZ;PATACAMAYA;CHUSICANI;CHUSICANI;-17,256153;-68,072811;40610020;CHUSICANI;40610020
LA PAZ;PATACAMAYA;VITUYO;VITUYO;-17,192273;-68,096913;40610021;VITUYO;40610021
LA PAZ;PATACAMAYA;VICARANI;VICARANI;-17,225341;-68,070499;40610022;VICARANI;40610022
LA PAZ;PATACAMAYA;CENTRAL;CALLE 17 DE MARZO S/N;-17,243192;-67,90769;40610023;GERMAN BUSCH;40610023
LA PAZ;PATACAMAYA;TITIRI;CAUCHI TITIRI;-17,312616;-67,862305;40610047;CAUCHI TITIRI;40610024
LA PAZ;PATACAMAYA;JOCOPAMPA;JOCOPAMPA;-17,216987;-67,935982;40610026;JOCOPAMPA;40610025
LA PAZ;PATACAMAYA;TARMAYA;TARMAYA;-17,216693;-67,949695;40610025;TARMAYA;40610026
LA PAZ;PATACAMAYA;ALTO PATACAMAYA;ALTO PATACAMAYA;-17,233824;-67,939144;40610027;ALTO PATACAMAYA;40610027
LA PAZ;PATACAMAYA;PORVENIR;LAS RIELES CARRETERA TAMBO QUEMADO;-17,236716;-67,915534;40610029;NACIONAL DE PATACAMAYA;40610029
LA PAZ;PATACAMAYA;CALANI PAMPA;CHIARUMANI, AVENIDA LOAYZA;-17,178914;-67,877593;40610030;CHIARUMANI;40610030
LA PAZ;PATACAMAYA;POKELAPATA;CHACOMA;-17,204208;-67,88348;40610031;SIMON BOLIVAR DE CHACOMA;40610031
LA PAZ;PATACAMAYA;VISCACHANI;VISCACHANI;-17,179486;-67,949412;40610032;VISCACHANI;40610032
LA PAZ;PATACAMAYA;HUANCARANI;HUANCARANI;-17,194883;-67,966351;40610033;HUANCARANI;40610033
LA PAZ;PATACAMAYA;PATARANI;VILLA PATARANI;-17,247892;-67,997663;40610035;VILLA PATARANI;40610035
LA PAZ;PATACAMAYA;HISKAWILLQHI;JAPUMA;-17,255007;-67,817305;40610044;JAPUMA;40610036
LA PAZ;PATACAMAYA;PORVENIR;CALLE COPACABANA Y SAPAHAQUI S/N;-17,243612;-67,909508;40610037;PORVENIR;40610037
LA PAZ;PATACAMAYA;ASUNCION;AV. 6 DE AGOSTO ENTRE ESTUDIANTES;-17,241365;-67,917467;40610038,4061006;CNL. ROBERTO PABON,MCAL. DE MONTENEGRO;40610038
LA PAZ;PATACAMAYA;CENTRAL;AVENIDA PANAMERICANA S/N;-17,239882;-67,907707;40610052;PATACAMAYA INDUSTRIAL;40610045
LA PAZ;PATACAMAYA;NORTE TAYPILLANGA;NORTE TAYPILLANGA;-17,256733;-67,908091;40610048;2 DE AGOSTO;40610046
LA PAZ;PATACAMAYA;MODERNA;AVENIDA AROMA S/N;-17,232183;-67,911507;40610049;MODERNA;40610047
LA PAZ;PATACAMAYA;MACHACAMARCA;CALLE POTOSI;-17,248355;-67,908736;40610050;EDUARDO ABAROA;40610048
LA PAZ;PATACAMAYA;HIRUTIRA;HIRUTIRA;-17,118245;-67,893784;40610051;HIRUTIRA;40610049
LA PAZ;PATACAMAYA;ALTO PATACAMAYA;ALTO PATACAMAYA;-17,243951;-67,936787;40610054;CALAMA;40610051
LA PAZ;PATACAMAYA;CENTRAL NORTE;CALLE SANTA CRUZ S/N;-17,236997;-67,906999;40610059;PEDRO DOMINGO MURILLO;40610054
LA PAZ;PATACAMAYA;LITORAL;CALLE ILLIMANI Y CALLE 4;-17,226628;-67,915235;40610060;LITORAL;40610056
