departamento;distrito;zona  ;direccion;latitud;longitud;codigo_ue;unidad_educativa;cod_edif_educativo
CHUQUISACA;LAS CARRERAS;JUTURI;JUTURI;-21,302258;-65,293039;60400001;JUTURI;60400001
CHUQUISACA;LAS CARRERAS;KASPICANCHA;KASPICANCHA;-21,138536;-65,254868;60400002;KASPICANCHA;60400002
CHUQUISACA;LAS CARRERAS;LA TORRE;LA TORRE;-21,202097;-65,292396;60400003;LA TORRE;60400003
CHUQUISACA;LAS CARRERAS;LIME;LIME;-21,212297;-65,248593;60400005;LIME;60400004
CHUQUISACA;LAS CARRERAS;EL MONTE SANDOVAL;EL MONTE DE SANDOVAL;-21,166829;-65,210509;60400006;EL MONTE DE SANDOVAL;60400005
CHUQUISACA;LAS CARRERAS;SANTA ROSA;SANTA ROSA;-21,320462;-65,224539;60400011;SANTA ROSA;60400008
CHUQUISACA;LAS CARRERAS;SATOYA;SATOYA;-21,133656;-65,296652;60400012;SATOYA;60400009
CHUQUISACA;LAS CARRERAS;TARAYA;TARAYA;-21,428573;-65,241549;60400013;TARAYA;60400010
CHUQUISACA;LAS CARRERAS;TICUCHAYOC;TICUCHAYOC;-21,373042;-65,308869;60400014;TICUCHAYOC;60400011
CHUQUISACA;LAS CARRERAS;LAS CARRERAS / JAIME MENDOZA;FINAL CALLE 25 DE MAYO;-21,207324;-65,208266;60400004;JAIME MENDOZA;60400012
CHUQUISACA;LAS CARRERAS;SOCPORA;SOCPORA;-21,35289;-65,23049;60400009;SOCPORA;60400013
CHUQUISACA;LAS CARRERAS;IMPORA;IMPORA;-21,361261;-65,279291;60400010;IMPORA;60400015
CHUQUISACA;LAS CARRERAS;TACAPI;TACAPI;-21,319862;-65,304264;60400015;TACAPI;60400016
CHUQUISACA;LAS CARRERAS;MONTE DE TARAYA;MONTE TARAYA;-21,476749;-65,350285;60400021;MONTE DE TARAYA;60400018
CHUQUISACA;LAS CARRERAS;PURON DE ESCAPANA;PURON DE ESCAPANA;-21,462685;-65,247584;60400022;PURON DE ESCAPANA;60400020
CHUQUISACA;LAS CARRERAS;SAN JUAN DEL ORO;SAN JUAN;-21,219644;-65,211466;60400025;SAN JUAN;60400023
CHUQUISACA;LAS CARRERAS;CENTRAL;AVENIDA EL ESTUDIANTE S/N;-21,210319;-65,210636;60400026;25 DE MAYO;60400024
CHUQUISACA;LAS CARRERAS;PAMPA GRANDE;;-21,414031;-65,424841;60400027;PAMPA GRANDE;60400025
CHUQUISACA;INCAHUASI;QUIRUSILLAS;QUIRUSILLAS;-20,68131;-64,752405;60420001;JAIME ZUDAÑEZ;60420001
CHUQUISACA;INCAHUASI;;SANTA ELENA;-20,583042;-64,776546;60420047;SANTA ELENA;60420002
CHUQUISACA;INCAHUASI;ARPAJA ALTA;ARPAJA ALTA;-20,678069;-64,94885;60420003;MCAL. SUCRE;60420003
CHUQUISACA;INCAHUASI;ARPAJA BAJA;ARPAJA BAJA;-20,713722;-64,906876;60420004;JOSE VICENTE CAMARGO;60420004
CHUQUISACA;INCAHUASI;BOMBOMA;CMD. BOMBOMA;-20,451484;-64,684298;60420005;BOMBOMA;60420005
CHUQUISACA;INCAHUASI;CAILLE;CAILLE;-20,451237;-64,803421;60420007;CAILLE;60420007
CHUQUISACA;INCAHUASI;CAÑAHUAYCO;CAÑAHUAYCO;-20,570018;-64,764602;60420008;CAÑAHUAYCO;60420008
CHUQUISACA;INCAHUASI;21 DE SEPTIEMBRE;AVENIDA MARISCAL SUCRE;-20,725257;-64,884799;60420054,60420067,60420072;PADRE LANDINI SIMON BOLIVAR,SIMON BOLIVAR,21 DE SEPTIEMBRE;60420009
CHUQUISACA;INCAHUASI;DISPUCO;DISPUCO;-20,502152;-64,771264;60420013;DISPUCO;60420012
CHUQUISACA;INCAHUASI;EL FUERTE;EL FUERTE;-20,449077;-64,568112;60420014;EL FUERTE;60420013
CHUQUISACA;INCAHUASI;EL QUEMADO;EL QUEMADO;-20,570504;-64,598278;60420015;EL QUEMADO;60420014
CHUQUISACA;INCAHUASI;HUANCARANI ALTO;HUANCARANI ALTO;-20,619051;-64,877991;60420017;HUANCARANI ALTO;60420015
CHUQUISACA;INCAHUASI;HUANCARANI BAJO;HUANCARANI BAJO;-20,689572;-64,869388;60420018;HUANCARANI BAJO;60420016
CHUQUISACA;INCAHUASI;HUANCARANI CENTRO;HUANCARANI CENTRO;-20,681555;-64,870363;60420019;HUANCARANI CENTRO;60420017
CHUQUISACA;INCAHUASI;INCAHUASI;INCAHUASI;-20,78062;-64,867761;60420020;EDUARDO ABAROA;60420018
CHUQUISACA;INCAHUASI;LA AGUADA;LA AGUADA;-20,544311;-64,611493;60420022;LA AGUADA;60420020
CHUQUISACA;INCAHUASI;LA HOYADA;LA HOYADA;-20,562771;-64,719868;60420023;LA HOYADA;60420021
CHUQUISACA;INCAHUASI;LAMBRANI;LAMBRANI;-20,496625;-64,699002;60420024;LAMBRANI;60420022
CHUQUISACA;INCAHUASI;LAMPAZAR;LAMPAZAR;-20,528978;-64,50606;60420025;LAMPAZAR;60420023
CHUQUISACA;INCAHUASI;LLANQUISA;LLANQUISA;-20,584783;-64,79798;60420026;LLANQUISA;60420024
CHUQUISACA;INCAHUASI;CAIZA K;CAIZA K;-20,527631;-64,746547;60420037;CAIZA K;60420025
CHUQUISACA;INCAHUASI;MIRAFLORES;MIRAFLORES;-20,724943;-64,843851;60420028;MIRAFLORES;60420026
CHUQUISACA;INCAHUASI;MOLLINI;MOLLINI;-20,453414;-64,715982;60420029;MOLLINI;60420027
CHUQUISACA;INCAHUASI;OLOLOMA;OLOLOMA;-20,430302;-64,820741;60420030;OLOLOMA;60420028
CHUQUISACA;INCAHUASI;PALCA PATA;PALCA PATA;-20,637962;-64,860101;60420031;PALCA PATA;60420029
CHUQUISACA;INCAHUASI;PORTILLO;PORTILLO;-20,701066;-64,707649;60420032;2 DE AGOSTO;60420030
CHUQUISACA;INCAHUASI;CMD CHUNCHULI;CMD CHUNCHULI;-20,663616;-64,857613;60420058;JOSE ANTONIO ZAMPA;60420031
CHUQUISACA;INCAHUASI;;PUCARA DE YATINA;-20,64002;-64,758005;60420034;PUCARA DE YATINA;60420032
CHUQUISACA;INCAHUASI;PUEBLO ALTO;PUEBLO ALTO;-20,751181;-64,880825;60420035;PUEBLO ALTO;60420033
CHUQUISACA;INCAHUASI;QUIRUSILLANI;QUIRUSILLANI;-20,40988;-64,865877;60420036;QUIRUSILLANI;60420034
CHUQUISACA;INCAHUASI;QUIVINCHO RURAL;QUIVINCHO;-20,515669;-64,821134;60420039;QUIVINCHO;60420036
CHUQUISACA;INCAHUASI;SACARI;SACARI;-20,616476;-64,798286;60420040;SACARI;60420037
CHUQUISACA;INCAHUASI;SAN ANDRES;SAN ANDRES;-20,49354;-64,364727;60420041;SAN ANDRES;60420038
CHUQUISACA;INCAHUASI;SAN GREGORIO;SAN GREGORIO;-20,535072;-64,424015;60420042;SAN GREGORIO;60420039
CHUQUISACA;INCAHUASI;SAN JOSE DE CHUNCHULI;SAN JOSE DE CHUNCHULI;-20,688176;-64,859026;60420043;SAN JOSE DE CHUNCHULI;60420040
CHUQUISACA;INCAHUASI;SAN MARCOS;SAN MARCOS;-20,675277;-64,640402;60420046;16 DE JULIO;60420043
CHUQUISACA;INCAHUASI;SANTA ROSA;SANTA ROSA;-20,697018;-64,824297;60420048;SANTA ROSA;60420044
CHUQUISACA;INCAHUASI;SULTACA ALTA;SULTACA ALTA;-20,724122;-64,925999;60420049;JUANA DE AZURDUY DE PADILLA;60420045
CHUQUISACA;INCAHUASI;SULTACA BAJA;SULTACA BAJA;-20,748477;-64,901422;60420050;ELIZARDO PEREZ;60420046
CHUQUISACA;INCAHUASI;SUPAS;SUPAS;-20,433799;-64,776296;60420051;SUPAS;60420047
CHUQUISACA;INCAHUASI;TIPANI;TIPANI;-20,555358;-64,695701;60420052;TIPANI;60420048
CHUQUISACA;INCAHUASI;VALLE DE FLORES;VALLE DE FLORES;-20,535516;-64,688015;60420053;VALLE DE FLORES;60420049
CHUQUISACA;INCAHUASI;YATINA;YATINA;-20,61985;-64,730187;60420055;YATINA;60420050
CHUQUISACA;INCAHUASI;LOS VALLES;DE INCAHUASI A PORTILLO A MOVILIDAD PORTILLO-LAGUNILLAS CAMINO HERRADURA;-20,479423;-64,326079;60420056;LAGUNILLAS;60420051
CHUQUISACA;INCAHUASI;QUISQUIRA ALTA;QUISQUIRA ALTA;-20,546974;-64,815753;60420059;QUISQUIRA ALTA;60420052
CHUQUISACA;INCAHUASI;CHILLAJARA;CHILLAJARA;-20,68399;-64,767368;60420011;25 DE MAYO;60420053
CHUQUISACA;INCAHUASI;COCHA LOMA;COCHA LOMA;-20,605603;-64,654754;60420012;COCHA LOMA;60420054
CHUQUISACA;INCAHUASI;CHARCOSI;CHARCOSI;-20,512417;-64,776234;60420009;CHARCOSI;60420055
CHUQUISACA;INCAHUASI;HUAJLAYA;PLAZA 20 DE AGOSTO;-20,599358;-64,542295;60420016;HUAJLAYA;60420056
CHUQUISACA;INCAHUASI;ANCOMARCA;ANCOMARCA;-20,473196;-64,751809;60420002;ANCOMARCA;60420058
CHUQUISACA;INCAHUASI;SAN MARCELO;SAN MARCELO;-20,654672;-64,56499;60420045;SAN MARCELO;60420059
CHUQUISACA;INCAHUASI;JOLENCIA;JOLENCIA;-20,714994;-64,863157;60420021;JOLENCIA;60420060
CHUQUISACA;INCAHUASI;LLUJLLAYA;LLUJLLAYA;-20,548173;-64,739466;60420057;LLUJLLAYA;60420061
CHUQUISACA;INCAHUASI;SAN PEDRITO;SAN PEDRITO;-20,603879;-64,628969;60420061;SAN PEDRITO;60420063
CHUQUISACA;INCAHUASI;BUENA VISTA CENTRO;BUENA VISTA CENTRO;-20,664956;-64,697656;60420062;BUENA VISTA CENTRO;60420064
CHUQUISACA;INCAHUASI;AGUAYCERCA;CHILLAJARA;-20,685449;-64,756234;60420063;1RO. DE MAYO;60420065
CHUQUISACA;INCAHUASI;EL VERANO;EL VERANO;-20,562793;-64,666597;60420064;EL VERANO;60420066
CHUQUISACA;INCAHUASI;INCAHUASI;FRENTE A LA PLAZA PRINCIPAL DE INCAHUASI;-20,781779;-64,868904;60420065;NACIONAL JUNIN;60420067
CHUQUISACA;INCAHUASI;MUTILLA;;-20,447861;-64,765249;60420066;MUTILLA;60420068
CHUQUISACA;INCAHUASI;TROJA;COMUNIDAD TROJA;-20,440328;-64,797099;60420068;TROJA;60420069
CHUQUISACA;INCAHUASI;TANGOYA;COMUNIDAD TANGOYA;-20,47993;-64,611711;60420069;TANGOYA;60420070
CHUQUISACA;SOPACHUY;ACHATALAS;ACHATALAS;-19,363898;-64,51088;60450001;ACHATALAS;60450001
CHUQUISACA;SOPACHUY;ALIZOS;ALIZOS;-19,364274;-64,533048;60450002;ALIZOS;60450002
CHUQUISACA;SOPACHUY;AMANCAYA;AMANCAYA;-19,325117;-64,558348;60450003;AMANCAYA;60450003
CHUQUISACA;SOPACHUY;CUEVAS;CMD. CUEVAS;-19,522148;-64,532272;60450004;CUEVAS;60450004
CHUQUISACA;SOPACHUY;MAMA WASI;MAMA WASI;-19,327387;-64,597508;60450005;MAMA WASI;60450005
CHUQUISACA;SOPACHUY;MATELA BAJA;MATELA BAJA;-19,55439;-64,443095;60450006;MATELA BAJA;60450006
CHUQUISACA;SOPACHUY;MILANES;MILANES;-19,554799;-64,458772;60450007;MILANES;60450007
CHUQUISACA;SOPACHUY;PAMPAS DEL CARMEN;PAMPAS DEL CARMEN;-19,545634;-64,414956;60450008;PAMPAS DEL CARMEN;60450008
CHUQUISACA;SOPACHUY;PAMPAS PUNTA;PAMPAS PUNTA;-19,415287;-64,459434;60450009;PAMPAS PUNTA;60450009
CHUQUISACA;SOPACHUY;PASLAPAYA BAJA;PASLAPAYA BAJA;-19,429035;-64,519453;60450010;PASLAPAYA;60450010
CHUQUISACA;SOPACHUY;SAN ISIDRO;San Isidro de Mujica S/N;-19,310796;-64,578693;60450011;SAN ISIDRO DE MUJICA;60450011
CHUQUISACA;SOPACHUY;SAN LUIS CHAVARRIA;SAN LUIS DE CHAVARRIA;-19,372532;-64,560805;60450012;SAN LUIS CHAVARRIA;60450012
CHUQUISACA;SOPACHUY;SAN BLAS ALTO;SAN BLAS ALTO;-19,57525;-64,393135;60450013;SAN BLAS ALTO;60450013
CHUQUISACA;SOPACHUY;SAN JUAN DE HORCAS;SAN JUAN DE HORCAS;-19,466368;-64,518833;60450014;SAN JUAN DE HORCAS;60450014
CHUQUISACA;SOPACHUY;SIPICANI;SIPICANI;-19,433002;-64,571652;60450015;SIPICANI;60450015
CHUQUISACA;SOPACHUY;;CALLE ESTUDIANTES;-19,488871;-64,475783;60450017;60450017;60450016
CHUQUISACA;SOPACHUY;CENTRAL;CALLE ESTUDIANTES;-19,488683;-64,475776;60450018;25 DE MAYO;60450017
CHUQUISACA;SOPACHUY;SAN ANTONIO;SAN ANTONIO;-19,436366;-64,481396;60450019;SAN ANTONIO;60450018
CHUQUISACA;SOPACHUY;;CALLE MADRID;-19,488686;-64,475817;60450016;ALEGRIA;60450019
CHUQUISACA;SOPACHUY;VILLA CANDELARIA;VILLA CANDELARIA;-19,420291;-64,583437;60450022;SIMON BOLIVAR;60450022
CHUQUISACA;MOJOCOYA;ASTILLERO;ASTILLERO;-18,794022;-64,669649;60460001;TEODORO FLORES;60460001
CHUQUISACA;MOJOCOYA;CARAPARI;CARAPARI;-18,667842;-64,801543;60460002;VILLA 1RO. DE MAYO;60460002
CHUQUISACA;MOJOCOYA;CASA GRANDE;CASA GRANDE;-18,970233;-64,593035;60460003;SAN PEDRO;60460003
CHUQUISACA;MOJOCOYA;CHIQUERILLOS;CHIQUERILLOS;-18,871222;-64,691398;60460004;GUALBERTO VILLARROEL;60460004
CHUQUISACA;MOJOCOYA;CHURICANA;CHURICANA;-18,916244;-64,621003;60460005;JORGE ANIBARRO ZAPATA;60460005
CHUQUISACA;MOJOCOYA;LA ABRA;LA ABRA;-18,871652;-64,510509;60460007;JAIME MENDOZA;60460006
CHUQUISACA;MOJOCOYA;LA JOYA;LA JOYA;-18,611765;-64,830051;60460008;SILVERIO CHOQUE TORRES;60460007
CHUQUISACA;MOJOCOYA;LA POZA;LA POZA;-18,851032;-64,578819;60460009;FAUSTINO RAMIREZ;60460008
CHUQUISACA;MOJOCOYA;BUENA VISTA;BUENA VISTA;-18,695627;-64,697797;60460011;SANTA ROSA DE LIMA;60460009
CHUQUISACA;MOJOCOYA;RAMADAS;RAMADAS;-18,857191;-64,653575;60460013;MIGUEL GONZALES;60460010
CHUQUISACA;MOJOCOYA;RIO GRANDE;RIO GRANDE;-18,589741;-64,651002;60460015;6 DE AGOSTO;60460012
CHUQUISACA;MOJOCOYA;RODEITO;RODEITO;-18,771222;-64,637992;60460016;RODEITO;60460013
CHUQUISACA;MOJOCOYA;RUMI CANCHA;COMUNIDAD RUMI CANCHA;-18,639758;-65,001999;60460017;FLORA TORRES;60460014
CHUQUISACA;MOJOCOYA;SACHA PAMPA;SACHA PAMPA;-18,70664;-64,510326;60460018;EUSTAQUIO RAMIREZ;60460015
CHUQUISACA;MOJOCOYA;SITURI;SITURI;-18,90057;-64,50054;60460019;SAN AGUSTIN;60460016
CHUQUISACA;MOJOCOYA;TORRE PAMPA;TORRE PAMPA;-18,971886;-64,649839;60460020;SAGRADO CORAZON;60460017
CHUQUISACA;MOJOCOYA;TOCORO;CAMINO CARRETERO SUCRE - TOCORO;-18,881694;-64,598825;60460021;CASTO MATURANO;60460018
CHUQUISACA;MOJOCOYA;QUIVALE;QUIVALE;-18,617347;-64,734695;60460012;HILARION VIDES CHOQUE;60460019
CHUQUISACA;MOJOCOYA;SAN ROQUE;YACAMBE;-18,935984;-64,560424;60460022;GUADALUPE;60460020
CHUQUISACA;MOJOCOYA;MOJOCOYA;MOJOCOYA;-18,763223;-64,619574;60460010;EDUARDO ABAROA;60460021
CHUQUISACA;MOJOCOYA;HERNANDO SILES;AV, GERMAN YUCRA - S/N, HERNANDO SILES;-18,828666;-64,616794;60460014;HERNANDO SILES;60460022
CHUQUISACA;MOJOCOYA;SERIPONA;SERIPONA;-18,538125;-64,784005;70460009;ANICETO ARCE;60460023
CHUQUISACA;MOJOCOYA;REDENCION PAMPA;PLAZA PRINCIPAL 2 DE AGOSTO;-18,830033;-64,61873;60460023;FRANZ TAMAYO;60460024
CHUQUISACA;MOJOCOYA;CURIMA;CURIMA;-18,814236;-64,503617;60460024;VICTOR VILLAVICENCIO;60460025
CHUQUISACA;MOJOCOYA;COMUNIDAD LAYKACOTA;;-18,806269;-64,629707;60460027;EXALTINO VEDIA;60460028
CHUQUISACA;POROMA;AGUILA ORKO;AGUILA ORKO;-18,535486;-65,288714;60480001;AGUILA ORKO;60480001
CHUQUISACA;POROMA;LOS ALAMOS;LOS ALAMOS;-18,865033;-65,343781;60480002;LOS ALAMOS;60480002
CHUQUISACA;POROMA;CALASAMANA;CALASAMANA;-18,672206;-65,321469;60480003;CALASAMANA;60480003
CHUQUISACA;POROMA;CALIZAYA;CALIZAYA;-18,489842;-65,330517;60480004;CALIZAYA;60480004
CHUQUISACA;POROMA;CERA CERA;CERA CERA;-18,858442;-65,320475;60480005;CERA CERA;60480005
CHUQUISACA;POROMA;CHALLCHA;CHALLCA;-18,440181;-65,544969;60480006;CHALLCHA;60480006
CHUQUISACA;POROMA;CHIJMURI;CHIJMURI;-18,810481;-65,398503;60480007;CHIJMURI;60480007
CHUQUISACA;POROMA;COLQUEBAMBA;COLQUEBAMBA;-18,559664;-65,455844;60480008;COLQUEBAMBA;60480008
CHUQUISACA;POROMA;COPAVILLQUE;COPAVILLQUE;-18,624036;-65,285647;60480009;COPAVILLQUE;60480009
CHUQUISACA;POROMA;CUCURI;CUCURI;-18,848189;-65,304053;60480010;CUCURI;60480010
CHUQUISACA;POROMA;HUAPI;HUAPI;-18,682569;-65,396742;60480011;HUAPI;60480011
CHUQUISACA;POROMA;HUAYRAPATA;HUAYRAPATA;-18,469869;-65,36955;60480012;HUAYRAPATA;60480012
CHUQUISACA;POROMA;IROCOTA;IROCOTA;-18,682003;-65,370097;60480013;IROCOTA;60480013
CHUQUISACA;POROMA;KASPI CANCHA;KASPI CANCHA;-18,665942;-65,241528;60480014;KASPI CANCHA;60480014
CHUQUISACA;POROMA;KATARIRI;KATARIRI;-18,479439;-65,515807;60480015;KATARIRI;60480015
CHUQUISACA;POROMA;KHULAPUCARA;KHULAPUKARA;-18,500725;-65,385347;60480016;KHULAPUKARA;60480016
CHUQUISACA;POROMA;KULLKU;KULLKU;-18,875297;-65,294611;60480017;KULLKU;60480017
CHUQUISACA;POROMA;LA KASA;LA KASA;-18,589456;-65,288058;60480018;LA KASA;60480018
CHUQUISACA;POROMA;MARCAVI;MARCAVI;-18,703287;-65,367233;60480020;MARCAVI;60480020
CHUQUISACA;POROMA;MARIQUILLA;MARIQUILLA;-18,437925;-65,568167;60480021;MARIQUILLA;60480021
CHUQUISACA;POROMA;MILLUNI;MILLUNI;-18,826169;-65,390494;60480022;MILLUNI;60480022
CHUQUISACA;POROMA;MOLLE ORKO;MOLLE ORKO;-18,581;-65,313133;60480023;MOLLE ORKO;60480023
CHUQUISACA;POROMA;MONCHARI;MONCHARI;-18,752731;-65,194467;60480024;MONCHARI;60480024
CHUQUISACA;POROMA;OLLISCO;OLLISCO;-18,535561;-65,356936;60480025;OLLISCO;60480025
CHUQUISACA;POROMA;PALAJLA;PALAJLA;-18,451361;-65,465178;60480026;PALAJLA;60480026
CHUQUISACA;POROMA;PIOCERA;PIOCERA;-18,748633;-65,402767;60480028;PIOCERA;60480028
CHUQUISACA;POROMA;POMANAZA;POMANAZA;-18,579067;-65,334472;60480030;FRAY FRANCISCO VALEA;60480029
CHUQUISACA;POROMA;ROMERAL;ROMERAL;-18,849208;-65,288044;60480032;ROMERAL;60480031
CHUQUISACA;POROMA;SACABAMBA;SACABAMBA;-18,5585;-65,380908;60480033;SACABAMBA;60480032
CHUQUISACA;POROMA;SOICOCO;SOICOCO;-18,501931;-65,506258;60480054;SOICOCO;60480033
CHUQUISACA;POROMA;PAROMA;POROMA;-18,538972;-65,4259;60480035,6048006;SAN ANDRES DE POROMA,MICAELA BASTIDAS;60480034
CHUQUISACA;POROMA;SAN JUAN HORCAS;SAN JUAN DE HORCAS;-18,733589;-65,311928;60480036;SAN JUAN DE HORCAS;60480035
CHUQUISACA;POROMA;SAPSE;SAPSE;-18,725256;-65,27865;60480037;SAPSE;60480036
CHUQUISACA;POROMA;THOLA PAMPA;THOLA PAMPA;-18,457178;-65,593936;60480039;THOLA PAMPA;60480038
CHUQUISACA;POROMA;URUGUAYO;URUGUAYO;-18,596447;-65,351978;60480041;URUGUAYO;60480040
CHUQUISACA;POROMA;VIRU VIRU;VIRU VIRU;-18,383581;-65,653039;60480042;VIRU VIRU;60480041
CHUQUISACA;POROMA;WAÑOMA ALTA;WAÑOMA ALTA;-18,483914;-65,552244;60480043;WAÑOMA ALTA;60480042
CHUQUISACA;POROMA;WAÑOMA BAJA;WAÑOMA BAJA;-18,468961;-65,585767;60480044;WAÑOMA BAJA;60480043
CHUQUISACA;POROMA;YANANI;YANANI;-18,604136;-65,433469;60480045;YANANI;60480044
CHUQUISACA;POROMA;LA PALCA;SIMON BOLIVAR;-18,729608;-65,211339;60480046;SIMON BOLIVAR;60480045
CHUQUISACA;POROMA;POJPO;POJPO;-18,793775;-65,327206;60480029;POJPO;60480047
CHUQUISACA;POROMA;SIJCHA ALTA;SIJCHA ALTA;-18,903528;-65,315486;60480050;SIJCHA ALTA;60480048
CHUQUISACA;POROMA;SIJCHA BAJA;SIJCHA BAJA;-18,899336;-65,322217;60480051;SIJCHA BAJA;60480049
CHUQUISACA;POROMA;KAINAKAS;KAINAKAS;-18,867561;-65,405058;60480052;KAINAKAS;60480051
CHUQUISACA;POROMA;ZANABRIA;ZANABRIA;-18,938928;-65,3381;60480053;ZANABRIA;60480052
CHUQUISACA;POROMA;YULULO;YULULO;-18,758469;-65,222031;60480049;YULULO;60480053
CHUQUISACA;POROMA;PANGORASI;PANGORASI;-18,602411;-65,399722;60480027;SAN PEDRO DE PANGORASI;60480054
CHUQUISACA;POROMA;EXALTACION;EXALTACION;-18,493397;-65,439053;60480048;EXALTACION;60480055
CHUQUISACA;POROMA;MANZANAL DE PORRAS;MANZANAL DE PORRAS;-18,764214;-65,367322;60480019;MANZANAL DE PORRAS;60480056
CHUQUISACA;POROMA;LA PALCA;LA PALCA;-18,769836;-65,335997;60480055;LA PALCA;60480058
CHUQUISACA;POROMA;CHILLCANI;CMD. CHILLCANI;-18,573758;-65,435836;60480056;CHILLCANI;60480059
CHUQUISACA;POROMA;DURAZNILLO;CMD. DURAZNILLO;-18,420533;-65,6369;60480057;DURAZNILLO;60480060
CHUQUISACA;POROMA;CARPACHACA;TOCOCALA;-18,677653;-65,235222;60480058;TOCOCALA;60480061
CHUQUISACA;POROMA;SOICOCO ALTO;SOICOCO ALTO;-18,488992;-65,529761;60480059;BARTOLINA SISA;60480062
LA PAZ;SAN PEDRO DE CURAHUARA/ CHACARILLA;TARUHUTANI;TARUHUTANI;-17,606447;-68,13733;60560001;LOA TARUHUTANI;60560001
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;PARQUIPUJIO;-16,192232;-68,955281;60570001;NACIONAL TITO YUPANQUI;60570001
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;CMD. CHICHILAYA;-16,163977;-68,977987;60570003;CHICHILAYA;60570002
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;COAQUIPA;-16,169094;-68,963011;60570004;COAQUIPA;60570003
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;CHIQUIPATA;-16,186601;-68,94102;60570006;CHIQUIPATA;60570005
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;ALTO SIHUALAYA;-16,191288;-68,964962;60570007;ALTO SIHUALAYA;60570006
LA PAZ;SAN PEDRO DE TIQUINA/TITO YUPANQUI (PARQUIPUJ;;PARQUIPUJIO A 400 METROS DE LA CMD.;-16,192055;-68,952172;60570002;TITO YUPANQUI;60570007
LA PAZ;AYO AYO;;;-17,091471;-68,00307;60610001;BARTOLINA SISA;60610001
LA PAZ;AYO AYO;;;-17,170237;-68,039005;60610002;TUPAC KATARI;60610002
LA PAZ;AYO AYO;;;-17,173547;-68,080069;60610003;JOSE BALLIVIAN;60610003
LA PAZ;AYO AYO;;;-17,133605;-68,069831;60610004;SANTA ROSA DE LIMA;60610004
LA PAZ;AYO AYO;;;-17,114281;-68,086856;60610005;CAPACAMAYA;60610005
LA PAZ;AYO AYO;;;-17,095186;-68,036294;60610006;SAN LORENZO;60610006
LA PAZ;AYO AYO;;CALACACHI - VILLA CARMEN;-17,060585;-68,148305;60610007;CALACACHI;60610007
LA PAZ;AYO AYO;CEN;AV. PANAMERICANA ENTRE CRUCE URMIRI S/N;-17,01171;-68,059981;60610008;FRANZ TAMAYO;60610008
LA PAZ;AYO AYO;;WICHICOLLO;-17,093075;-68,136596;60610009;WICHICOLLO;60610009
LA PAZ;COLQUENCHA/ COLLANA;MANQUERI;COLLANA;-16,907348;-68,281958;60610012;TUPAC KATARI;60610012
LA PAZ;AYO AYO;;CENTRO ARACA;-17,086959;-67,944086;60610013;CENTRO ARACA;60610013
LA PAZ;AYO AYO;;QUILLCOMA - YANAMUYO;-16,98708;-68,031859;60610015;QUILLCOMA YANAMUYO;60610015
LA PAZ;AYO AYO;;INGAVI;-16,997479;-68,001644;60610016;INGAVI;60610016
LA PAZ;AYO AYO;;TARA KOLLU;-17,047656;-68,029114;60610017;TARACOLLO;60610017
LA PAZ;AYO AYO;CENTR;AYO - AYO;-17,092205;-68,005451;60610019;NACIONAL DE AYO AYO;60610019
LA PAZ;AYO AYO;LLALLAGUA;AV. BALLIVIAN ENTRE CALLE FLORES;-17,058624;-68,148721;60610020;SIMON BOLIVAR;60610020
LA PAZ;AYO AYO;;COLLANA TOLAR;-17,008952;-68,066405;60610021;NACIONAL TOPATER;60610021
LA PAZ;AYO AYO;;CUMBRE VILACOTA;-17,038133;-67,894637;60610022;TUPAC KATARI DE CUMBRE VILACOTA;60610022
LA PAZ;AYO AYO;;CMD. NUEVA ESPERANZA;-17,072316;-68,061756;60610023;NUEVA ESPERANZA;60610023
LA PAZ;AYO AYO;;KEBRAQUIPA;-17,016165;-67,885854;60610025;SAN CALIXTO;60610025
LA PAZ;AYO AYO;REAL QUILLCOMA;QUILLCOMA - YANAMUYO;-16,976292;-68,021316;60610026;REAL QUILLCOMA;60610026
LA PAZ;AYO AYO;;POMASARA;-17,072205;-67,965109;60610027;POMASARA;60610027
LA PAZ;AYO AYO;;MILLIRI;-17,142467;-67,999163;60610028;MILLIRI;60610028
LA PAZ;AYO AYO;;TITIRI;-17,167935;-67,986717;60610029;TITIRI;60610029
LA PAZ;AYO AYO;;CALAMOLLO;-17,043948;-67,870671;60610031;CALAMOLLO;60610031
LA PAZ;AYO AYO;;HUANCAYNO;-17,045086;-67,928495;60610032;HUANCAYNO;60610032
LA PAZ;AYO AYO;;TARUHUTA;-17,04192;-67,914606;60610036;TARUHUTA;60610034
LA PAZ;AYO AYO;;CHIJINI;-17,075622;-67,90299;60610037;CHIJINI;60610035
LA PAZ;AYO AYO;;CHACOMA;-17,054785;-67,978131;60610038;CHACOMA;60610038
LA PAZ;AYO AYO;CHAQUIRI;CHAQUIRI;-17,136639;-67,990075;60610039;EDUARDO ABAROA DE CHAQUIRI;60610039
