DEPARTAMEN;DISTRITO;ZONA;DIRECCION;CODIGO_UE;UNIDAD_EDU
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PALLI PALLI;COMUNIDAD DE PALLI PALLI;80930032;SIMON BOLIVAR
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PATA QALLANI;COMUNIDAD DE  PATAQALLANI;80930033;MARIA JOSEFA MUJIA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);KUTIMARCA;COMUNIDAD KUTIMARCA (VILUYO ARQUE);80930034;ADELA ZAMUDIO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COLCHA;LA ESCUELA SE ENCUENTRA AL ESTE DE LA COMUNIDAD.;80930035;CARLOS PALENQUE AVILES
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ARQUE;ARQUE;80930037;WAWA WASI DE ARQUE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COLCHA;COMUNIDAD COLCHA;80930038;WAWA WASI DE COLCHA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TARACACHI;EN MEDIO DE LA COMUNIDAD;80930040;WAWA WASI DE TARACACHI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);WARISGALLO;WARISGALLO;80930041;WAWA WASI DE WARISGALLO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TUJSUMA;EN MEDIO DE LA COMUNIDAD;80930042;WAWA WASI DE TUJSUMA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COMUNIDAD ACHACANA;EN MEDIO DE LA COMUNIDAD;80930043;WAWA WASI DE ACHACANA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);KALAPAQUERI;KALAPAQUERI;80930044;WAWA WASI KALAPAQUERI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PARIA CHICO;EN MEDIO DE LA COMUNIDAD;80930045;WAWA WASI DE PARIA CHICO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);OVEJERIA LARAMA;EN MEDIO DE LA COMUNIDAD DE OVEJERIA LARAMA;80930046;WAWA WASI DE OVEJERIA LARAMA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHALLASIRCA;CHALLASIRCA;80930047;WAWA WASI DE CHALLASIRCA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);WAYCHA;WAYCHA;80930048;WAWA WASI DE WAYCHA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SOPO CHICO;SOPO CHICO;80930049;WAWA WASI DE SOPO CHICO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);KORAPATA;COMUNIDAD KORAPATA;80930050;CORAPATA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ARQUE;INGRESO A LA POBLACIÓN DE ARQUE;80930051;ARQUE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JULCHUMA;COMUNIDAD DE JUCHUNI;80930052;JUCHUNI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHAKO;EN MEDIO DE LA COMUNIDAD;80930053;WAWA WASI DE CHAKO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHANGO;EN MEDIO DE LA COMUNIDAD;80930054;WAWA WASI DE CHANGO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COCAMARCA;CENTRO DE LA COMUNIDAD;80930055;WAWA WASI DE COCAMARCA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SOPO GRANDE;EN MEDIO DE LA COMUNIDAD;80930056;WAWA WASI DE SOPO GRANDE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ESTANCIA CHAPAPANI;COMUNIDAD CHAPAPANI;80930057;KALLPA WAWA CHAPAPANI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SIWAYACU;COMUNIDAD MACHAJMARCA ARQUE;80930058;KALLPA WAWA MACHAJMARCA ARQUE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JUCHUSUMA;COMUNIDAD JUCHUSUMA;80930059;KALLPA WAWA JUCHUSUMA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);VILA VILA;COMUNIDAD VILA VILA;80930060;KALLPA WAWA VILA VILA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);HUANCANI;COMUNIDAD HUANCANI;80930061;KALLPA WAWA HUANCANI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHANGO;COMUNIDAD CHANGO;80930062;KALLPA WAWA CHANGO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);FUNDICION;COMUNIDAD K'ASA IRA;80930063;KALLPA WAWA K'ASA IRA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TORRENI;WANCARANI;80930064;KALLPA WAWA WANCARANI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHAKO;COMUNIDAD CHAKO;80930065;KALLPA WAWA CHAKO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TARACACHI;COMUNIDAD TARACACHI;80930066;KALLPA WAWA TARACACHI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COMUNIDAD PERASANI;PERASANI;80930067;KALLPA WAWA PERASANI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);RANCHO RANCHERIO MOJONA;COMUNIDAD QUELLU QUELLU;80930068;KALLPA WAWA QUELLU QUELLU
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JARCAMAYU;COMUNIDAD JARCAMAYU B;80930069;KALLPA WAWA JARCAMAYU B
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ACHACANA;COMUNIDAD ACHACANA;80930070;KALLPA WAWA ACHACANA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TUJSUMA;COMUNIDAD TUJSUMA;80930071;KALLPA WAWA TUJSUMA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);INTINI MAYU;COMUNIDAD INTINI MAYU;80930072;KALLPA WAWA INTINI MAYU
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TANGA TANGA;COMUNIDAD TANGA TANGA;80930073;KALLPA WAWA TANGA TANGA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);QUEHUAYLLUNI;COMUNIDAD QUEHUAYLLUNI;80930074;KALLPA WAWA QUEHUAYLLUNI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);QUEÑUATA;COMUNIDAD QUEÑUATA;80930075;KALLPA WAWA QUEÑUATA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);VILA VILA;COMUNIDAD LAJMA;80930076;KALLPA WAWA LAJMA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JARKAMAYU;COMUNIDAD JARCAMAYU;80930077;KALLPA WAWA JARCAMAYU A
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PONGO K'ASA;CARRETERA COCHABAMBA - ORURO KM. 94;80930078;SAN JUAN BAUTISTA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHAPAPANI GRANDE;COMUNIDAD CHAPAPANI GRANDE;80930079;6 DE JUNIO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TACOLOMA;TACOLOMA;80930080;NUEVA VETANIA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PERAZANI;COMUNIDAD PERAZANI;80930081;PEDRO DOMINGO MURLLO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JANCOYU;JANCOYU;80930082;ERNESTO CHE GUEVARA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);;;80930083;ABYA YALA DE PONGO K'ASA
COCHABAMBA;ARANI;COLLPA CIACU;COLLPA CIACU;80940023;ALBERTO TARDIO MAIDA
COCHABAMBA;TARATA;JUAN VENA;Sud a 13 km de Tarata.;80950007;JUAN VENA
COCHABAMBA;TARATA;JARKA PAMPA;AV. LEONIDAS ROJAS ESQ. SUCRE S/N;80950033;CARLOS CARRASCO AVILA
COCHABAMBA;TARATA;HUAYCULI;HUAYCULI LADO CANCHA DE BASQUET;80950035;HUAYCULI B
COCHABAMBA;TARATA;PAMPA MAMATA;PLAZA PRINCIPAL ACERA ESTE;80950036;WAWA WASI DE PAMPA MAMATA
COCHABAMBA;TARATA;SUD;VILLA SAN JOSE;80950037;WAWA WASI DE VILLA SAN JOSE
COCHABAMBA;TARATA;PUJYUNI;PUJYUNI CALLE PRINCIPAL FRENTE A LA ESCUELA;80950038;WAWA WASI DE PUJYUNI
COCHABAMBA;TARATA;CENTRAL;MENDEZ MAMATA PLAZA PRINCIPAL ACERA ESTE;80950039;WAWA WASI DE MENDEZ MAMATA
COCHABAMBA;TARATA;SUD;VILAQUE;80950040;WAWA WASI DE VILAQUE
COCHABAMBA;TARATA;SUD DE SAN JOSE;Milloma;80950041;MILLOMA
COCHABAMBA;TARATA;SUD;AVENIDA IGUALDAD ANTES DEL CEMENTERIO;80950042;AGROPECUARIO TARATA
COCHABAMBA;TARATA;IZATA;CALLE PRINCIPAL CASA COMUNAL;80950043;WAWA WASI DE IZATA
COCHABAMBA;TARATA;LOKOSKA;LOKOSKA;80950044;WAWA WASI DE LOKHOSGA
COCHABAMBA;TARATA;CENTRAL;HUASA RANCHO PLAZA PRINCIPAL;80950045;WAWA WASI DE HUASA RANCHO
COCHABAMBA;TARATA;CENTRAL;CALLE ESTEBAN ARZE;80950046;WAWA WASI RETOÑITOS DE TARATA
COCHABAMBA;TARATA;HUERTA MAYU;HUERTA MAYU;80950047;WAWA WASI DE HUERTA MAYU
COCHABAMBA;TARATA;CONVENTO;CALLE CARMEN;80950048;WAWA WASI HEIDI DE TARATA
COCHABAMBA;TARATA;JARKAPAMPA;CALLE J. ANAYA Nro 0264;80950049;WAWA WASI DE TARATA
COCHABAMBA;TARATA;TARATA;Centro Candy trasladado a Villa Fátima;80950050;WAWA WASI DE VILLA FATIMA
COCHABAMBA;TARATA;LA MAICA;LA MAICA LADO ESCUELA;80950051;WAWA WASI DE LA MAICA
COCHABAMBA;TARATA;PATACHURIGUA;CAMINO A MAICA URBNIZ. SAN ANTONIO A 4 CUADRAS DE LA IGLESIA SAN SEVERINO;80950052;WAWA WASI DE PATACHURIGUA
COCHABAMBA;TARATA;SUD;CALLE ESTEBAN ARZE Nº 401;80950053;TARATA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);ALCANI;ALCANI;80960001;ALCANI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CALACALANI;CALACALANI;80960007;JUANA AZURDUY DE PADILLA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CUYUPAYA;CUYUPAYA;80960029;CUYUPAYA
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);KUTI;KUTI;80960047;KUTI
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);CERRO BLANCO;CERRO BLANCO;80960079;CERRO BLANCO
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);ARAMANI;ARAMANI;80960085;ARAMANI NORTE
COCHABAMBA;AYOPAYA (C. VILLA DE INDEPENDENCIA);SIVINGANI;SIVINGANI;80960099;EDUARDO ABAROA DE SIVINGANI
COCHABAMBA;AIQUILE;SUD ESTE;CAMINO VECINAL;80970039;CALAMINA
COCHABAMBA;AIQUILE;LOS PERALES;CASI FINAL CALLE SUCRE.;80970088;OBISPADO DE AIQUILE
COCHABAMBA;AIQUILE;;AIQUILE;80970089;"ESCUELA DEL CHARANGO ""8 DE JULIO"""
COCHABAMBA;AIQUILE;;CALLE BAPTISTA;80970091;CENTRO DE EDUCACION INTEGRAL CONSIPE
COCHABAMBA;COCHABAMBA 1;CENTRAL;BAPTISTA Nro 285;80980016;MEJILLONES A
COCHABAMBA;COCHABAMBA 1;CENTRAL;BAPTISTA Nro 247;80980320;COCHABAMBA
COCHABAMBA;COCHABAMBA 1;CENTRAL;BAPTISTA Nro 161;80980072;FELIX DEL GRANADO
COCHABAMBA;COCHABAMBA 1;VILLA INGAVI;BARTOLOME DE LAS CASAS S/N;80980077;SAN JOSE A
COCHABAMBA;COCHABAMBA 1;SAN ANTONIO;TARATA Nro 116;80980114;KANTUTITA
COCHABAMBA;COCHABAMBA 1;CENTRAL;SANTIVAÑEZ Nro 448;80980228;NATANIEL AGUIRRE
COCHABAMBA;COCHABAMBA 2;VILLA EDUARDO LOPEZ;A.V. VILLA EDUARDO LOPEZ CAMINO A ZOFRACO;80980118;EDUARDO LOPEZ
COCHABAMBA;COCHABAMBA 1;SUD ESTE;CALAMA Nro 0857 16 DE JULIO Y OQUENDO;80980161;SANTA TERESITA SOS
COCHABAMBA;COCHABAMBA 1;SARCOBAMBA;SARCOBAMBA OESTE;80980435;CAMARA JUNIOR B
COCHABAMBA;COCHABAMBA 1;CALA CALA;COCHABAMBA;80980316;CONSIPE
COCHABAMBA;COCHABAMBA 1;CENTRAL;AV. SAN MARTIN Nro 935;80980326;SAN MARTIN DE PORRES
COCHABAMBA;COCHABAMBA 1;CENTRAL;QUIJARRO Nro 1982 ESQ. AV. CIRCUNVALACION;80980331;SANTO TOMAS DE AQUINO
COCHABAMBA;COCHABAMBA 1;CENTRAL;OQUENDO Nro 763;80980344;WALTER ROSALES
COCHABAMBA;COCHABAMBA 2;SUD;AV. PANAMERICANA ESQUINA AV. 6 DE AGOSTO Nº 0201;80980347;MCAL. SANTA CRUZ
COCHABAMBA;COCHABAMBA 1;ESTE;Juan de la Cruz Torres Esq. Anibal Capriles Nº 0692;80980348;LORENZO FILHO
COCHABAMBA;COCHABAMBA 1;TEMPORAL;AV. RAMON RIVERO N° 3050;80980349;LIBERTAD
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE SANTIVAÑEZ Nro 430;80980356;6 DE JUNIO
COCHABAMBA;COCHABAMBA 1;CALA CALA;CALLE ENRIQUE ARZE Nro 2105;80980357;ADELA ZAMUDIO
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE 16 DE JULIO ESQUINA CALAMA;80980359;LEONARDO DA VINCI
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE SUCRE Nro 953;80980361;BOLIVIANO
COCHABAMBA;COCHABAMBA 1;CENTRAL;HEROINAS Nro 265;80980363;FRANCIA
COCHABAMBA;COCHABAMBA 1;NORTE CALA CALA;CALLE KOLLASUYO Nro 648;80980373;SIGLO XXI
COCHABAMBA;COCHABAMBA 1;SARCO;IRIGOYEN SARCO N° 1555;80980374;FATIMA
COCHABAMBA;COCHABAMBA 1;MIRAFLORES;MARIANO BORDA S/NI / GUILLERMO AÑEZ;80980377;VILLA DE OROPEZA
COCHABAMBA;COCHABAMBA 1;CENTRAL;OBISPO ANAYA Nro 255;80980388;ANTONIO MARIA CLARET
COCHABAMBA;COCHABAMBA 1;VILLA GALINDO;AVENIDA EX COMBATIENTES Nro 2022;80980393;ALBERT EINSTEIN
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE GENERAL ACHA Nro 186 Y JUNIN;80980394;13 DE MARZO
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE URUGUAY Nro 836;80980395;LATINOAMERICANO
COCHABAMBA;COCHABAMBA 1;LAS CUADRAS;Rep.DOMICANA 746;80980398;JESUS MANUEL CARMONA
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE LA PAZ Nro 0587 ESQ. 16 DE JULIO;80980399;ALTO RENDIMIENTO
COCHABAMBA;COCHABAMBA 1;CALA CALA;MAN CESPED WASHINGTON Nro 293;80980403;GUIDO VILLAGOMEZ
COCHABAMBA;COCHABAMBA 1;CENTRAL;25 DE MAYO Y LADISLAO CABRERA Nro 628;80980409;BOLIVIANO CROATA
COCHABAMBA;COCHABAMBA 1;CENTRAL;AV. HEROINAS ENTRE AYACUCHO Y BAPTISTA;80980420;PACIFICO FELETTI
COCHABAMBA;COCHABAMBA 1;MUYURINA;TEODOMIRO BELTRAN S/N;80980423;DIVINO TESORO
COCHABAMBA;COCHABAMBA 1;SARCO;AV. BEJING Nro 108;80980427;BOLIVIANO CUBANO TERCER MILENIO
COCHABAMBA;COCHABAMBA 1;MUYURINA;PASAJE VILLA SAN FRANCISCO Nro 42;80980430;NUEVO JARDIN
COCHABAMBA;COCHABAMBA 1;CERCADO;COCHABAMBA;80980433;ENGLAND SCHOOL CRISTO REY
COCHABAMBA;COCHABAMBA 1;ESTE;COCHABAMBA;80980437;SAN PEDRO
COCHABAMBA;COCHABAMBA 1;COCHABAMBA;CALLI ILLAPA N° 1848;80980440;MARIA MONTESSORI
COCHABAMBA;COCHABAMBA 2;PAMPA GRANDE;AVENIDA CAPITAN VICTOR USTARIZ Km. 5.5;80980449;NUESTRA SEÑORA DE LA MERCED
COCHABAMBA;COCHABAMBA 1;CENTRAL;AVENIDA AYACUHO Nº 727 ENTRE LA PAZ Y TTE. AREVALO;80980454;KHOCHAPAMPA
COCHABAMBA;COCHABAMBA 1;CENTRAL;AVENIDA VILLAZON KM. 3 CARRETERA A SACABA;80980453;DULCE ILUSION
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE SANTIVAÑEZ Nº 530;80980457;ANGLO JAPONES
COCHABAMBA;COCHABAMBA 1;COCHABAMBA;AV. PANDO Nº 1377 DE QUERU QUERU;80980467;CATOLICO GUADALUPANO
COCHABAMBA;COCHABAMBA 2;-;CALLE TABLAS 980 / Sipe Sipe 2160;80980471;JAIHUAYCO
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;CALLE LA PAZ Nº E- 0587;80980474;HEROES DEL BOQUERON
COCHABAMBA;COCHABAMBA 2;CIUDAD COCHABAMBA;CALLE BALLIVIAN Nº 76;80980526;SAN FRANCISCO XAVIER A
COCHABAMBA;COCHABAMBA 2;CIUDAD COCHABAMBA;AVENIDA MARTIRES DE LA DEMOCRACIA;80980482;CANATA
COCHABAMBA;COCHABAMBA 2;CIUDAD COCHABAMBA;CAMINO A SANTIVAÑEZ;80980483;LUIS TABORGA
COCHABAMBA;COCHABAMBA 2;CIUDAD COCHABAMBA;16 de Julio entre Av. Los Andes;80980485;SAN MIGUEL A
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;Avenida América (final oeste) s/n entre Suzano Azogue y N Rodríguez;80980487;VIRGINIA MADRIZ
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;AV. AYACUCHO Y CALLE TARATA;80980500;SIMON RODRIGUEZ
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;YURACARE S/N;80980501;LUIS QUINTIN VILA
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;CALLE OBISPO ANAYA Nro 255;80980506;CLEVERLAND
COCHABAMBA;VILLA RIVERO/ TACACHI/ CUCHUMUELA (VILLA G. VILLARROEL);LAJAS CAÑADA;CMD. LAJAS CAÑADA;40850007;LAJAS CAÑADA
COCHABAMBA;VILLA RIVERO/ TACACHI/ CUCHUMUELA (VILLA G. VILLARROEL);ICHU RUTHUNA;CMD. ICHU RUTHUNA;40850011;JESUS LARA
COCHABAMBA;PUERTO VILLARROEL;ALTO PUCARA;COLONIA ALTO PUCARA;40870006;ALTO PUCARA
COCHABAMBA;PUERTO VILLARROEL;BERMEJO;COLONIA BERMEJO;40870007;BERMEJO
COCHABAMBA;PUERTO VILLARROEL;VILLA AZURDUY;VILLA AZURDUY;40870010;JUANA AZURDUY DE PADILLA
COCHABAMBA;PUERTO VILLARROEL;COLONIA TARIJA;COLONIA TARIJA;40870026;TARIJA
COCHABAMBA;PUERTO VILLARROEL;ANTOFAGASTA;MEJILLONES;40870038;MEJILLONES
COCHABAMBA;PUERTO VILLARROEL;SAN JUAN;SINDICATO SAN JUAN;40870051;SAN JUAN
COCHABAMBA;PUERTO VILLARROEL;VILLA ESPERANZA;VILLA ESPERANZA;40870060;VILLA ESPERANZA
COCHABAMBA;PUERTO VILLARROEL;VILLA MONTES;VILLA MONTES;40870061;VILLA MONTES
COCHABAMBA;PUERTO VILLARROEL;1RO. DE MAYO;1RO. DE MAYO;40870072;3 DE MAYO
COCHABAMBA;PUERTO VILLARROEL;MEDIA LUNA;SINDICATO MEDIA LUNA;40870083;MEDIA LUNA
COCHABAMBA;PUERTO VILLARROEL;SAN RAFAEL;COL. SAN RAFAEL;40870093;UNIDAS DE SAN RAFAEL
COCHABAMBA;COLCAPIRHUA;COCHABAMBA;AVENIDA 16 DE JULIO  PROLONGACION AV. DORBIGNIG;40900018;SAGRADA FAMILIA
COCHABAMBA;COLCAPIRHUA;SANTA ROSA;AV. VICTOR USTARIZ KM. 6 1/2 CARRETERA ANTIGUA A QUILLACOLLO;40900015;INSTITUTO TECNICO MARIA CRISTINA
COCHABAMBA;COLCAPIRHUA;;;40900026;SAN IGNACIO DE LOYOLA
COCHABAMBA;COCHABAMBA 1;NORTE;BARRIO PETROLERO MAYORAZGO ZONA NORTE;80980507;SANTA ROSA DE LIMA
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;CALLE TUMUSLA Nº 310 ESQ. ECUADOR;80980509;CEPRA
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;AVENIDA SANTA CRUZ # 1826;80980511;JEERELO
COCHABAMBA;COCHABAMBA 2;JAIHUAYCO;ZONA SUD JAIHUAYCO;80980521;FUERZA AEREA BOLIVIANA
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;AV.PANDO ENTRE D.ALBESTEGUI E. 0717.PARKE FIDEL ANZE;80980523;GESTION MUNICIPAL PRODUCTIVA COMUNITARIA
COCHABAMBA;COCHABAMBA 2;SUD CANTON ITOCTA;ZONA SUD VILLA 21 DE SEPTIEMBRE;80980525;21 DE SEPTIEMBRE
COCHABAMBA;COCHABAMBA 1;COCHABAMBA;TIJSI WIRACOCHA;80980529;CATOLICA SAN PABLO
COCHABAMBA;COCHABAMBA 2;MONSEÑOR ROSALES;FRANCISCO CANO ESQUINA D'ORBIGNI;80980538;ADRA JUAN XXIII
COCHABAMBA;COCHABAMBA 1;CENTRAL;AV CIRCUNVALACION No 643 ZONA QUERU QUERU;80980539;CREATIVE KIDS
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE JORDAN No 434 ENTRE TUMUSLA Y TARAPACA;80980424;ULISES HERMOSA GONZALES
COCHABAMBA;COCHABAMBA 2;USPHA USHPA;AV. PETROLERA KM 9 CALLE JERUSALEN ZONA USPHA USPHA;80980540;VERDAD Y VIDA
COCHABAMBA;COCHABAMBA 1;NORTE;AVENIDA LIBERTADOR BOLIVAR Nº 1469;80980543;LA EDAD DE ORO
COCHABAMBA;COCHABAMBA 1;CIUDAD COCHABAMBA;AV. LIBERTADOR BOLIVAR Nº 1830;80980544;MUNDO DE JUGUETE
COCHABAMBA;COCHABAMBA 1;CIUDAD DE COCHABAMA;CALLE SENOBIO GALLARDO Nº 3454;80980556;PUERTO DE MEJILLONES
COCHABAMBA;COCHABAMBA 1;SUR SAN ANTONIO;CALLE HONDURAS S/N ENTRE 25 DE MAYO Y ESTEBAN ARZE;80980568;SANTA MARIA MAGDALENA POSTEL
COCHABAMBA;COCHABAMBA 1;CENTRAL;CALLE ECUADOR Nº 442;80980569;PNP COCHABAMBA 3
COCHABAMBA;COCHABAMBA 1;;;80980574;ALTO DE LA ALIANZA
COCHABAMBA;CHIMORE;ASUNCION DE GUARAYOS;ASUNCION DE GUARAYOS;50870002;ASUNCION DE GUARAYOS
COCHABAMBA;CHIMORE;ALTO SAN JOSE;SINDICATO ALTO SAN JOSE;50870018;5 DE FEBRERO
COCHABAMBA;CHIMORE;AROMA INDEPENDIENTE;UNIDAD EDUCATIVA AROMA INDEPENDIENTE;50870030;AROMA INDEPENDIENTE
COCHABAMBA;VILLA TUNARI;NUEVA VIDA;NUEVA VIDA;50870033;NUEVA VIDA
COCHABAMBA;CHIMORE;LA BOCA;LA BOCA DEL RIO CHAPARE;50870042;LA BOCA DEL CHAPARE
COCHABAMBA;VILLA TUNARI;NUEVA COTOCA;NUEVA COTOCA;50870043;NUEVA COTOCA
COCHABAMBA;CHIMORE;SAN SALVADOR;CMD PLAYA ALTA;50870049;PLAYA ALTA
COCHABAMBA;CHIMORE;SANTA ANITA;BETANIA DEL CHAPARE;50870060;BETANIA DEL CHAPARE
COCHABAMBA;CHIMORE;;;50870063;TECNOLOGICO AGROPECUARIO CANADA
COCHABAMBA;VINTO;;AV. SIMON I PATIÑO KM. 1 1/2;50900043;ESCUELA PARTICULAR ADVENTISTA DE VINTO
COCHABAMBA;VINTO;CERCADO;AVENIDA CEMENTERIO;50900044;JOHN STALLINGS
COCHABAMBA;VINTO;LICENCIADA;AVENIDA SIMON I. PATIÑO KM 1 1/2;50900048;ADVENTISTA DE BOLIVIA NOCTURNO
COCHABAMBA;SACABAMBA;MATARANI;MATARANI;50950017;WAWA WASI MATARANI
COCHABAMBA;SACABAMBA;QUECOMA;QUECOMA;50950019;WAWA WASI DE QUECOMA ALTO
COCHABAMBA;SACABAMBA;SACABAMBA;SACABAMBA;50950022;WAWA WASI DE SACABAMBA
COCHABAMBA;SACABAMBA;PAJCHAPATA LUX;PAJCHAPATA LUX;70950046;ESTEBAN ANDIA ESCOBAR
COCHABAMBA;ANZALDO (C. VILLA DE ANZALDO);SINDICATO PAJCHAPATA LUX;CAMINO COCHABAMBA;70950004;WAWA WASI DE PAJCHAPATA LUX
COCHABAMBA;SACABAMBA;MAYOLA;MAYOLA;50950027;WAWA WASI MAYOLA
COCHABAMBA;SACABAMBA;YUNKATAQUI;YUNKATAQUI;50950028;WAWA WASI DE YUNKATAQUI
COCHABAMBA;SACABAMBA;QUECOMA BAJO;QUECOMA BAJO;50950029;WAWA WASI DE QUECOMA BAJO
COCHABAMBA;SACABAMBA;PUCARUMA;PUCARUMA;50950030;WAWA WASI DE PUCARUMA
COCHABAMBA;SACABAMBA;JATUN MAYU;JATUN MAYU;50950031;WAWA WASI JATUN MAYU
COCHABAMBA;SACABAMBA;QUECOMA;JARANA;50950032;WAWA WASI DE JARANA
COCHABAMBA;SACABAMBA;QUECOMA;CHARAGOZI;50950033;WAWA WASI DE QUECOMA
COCHABAMBA;SACABAMBA;APILLAPA ALTO;APILLAPA ALTO;50950034;WAWA WASI DE APILLAPA ALTO
COCHABAMBA;SACABAMBA;CHAKUYU;CHAKUYU;50950035;WAWA WASI DE CHAKUYO
COCHABAMBA;SACABAMBA;MUJUN LOMA;MUJUN LOMA;50950036;WAWA WASI DE MUJUN LOMA
COCHABAMBA;SACABAMBA;MOLLE PUNKU;MOLLE PUNKU;50950037;WAWA WASI DE MOLLE PUNKU
COCHABAMBA;SACABAMBA;TOMA PUNKU;TOMA PUNKU;50950038;WAWA WASI DE TOMA PUNKU
COCHABAMBA;SACABAMBA;RUMY HUAYKO;RUMY HUAYKO;50950039;WAWA WASI DE RUMY HUAYKO
COCHABAMBA;SACABAMBA;SACABAMBA;SACABAMBA;50950042;JESUS MARIA
COCHABAMBA;SAN BENITO (C. VILLA JOSE QUINTIN MENDOZA);SANTA ANA;SANTA ANA A 3 KM. DE PUNATA;60850025;SANTA ANA
COCHABAMBA;VILA VILA/ ALALAY;COSTAL MAYU;COMUNIDAD COSTAL MAYU;60860002;COSTAL MAYU
COCHABAMBA;POCONA;MONTON KAYARA;MONTON KAYARA;60870029;21 DE SEPTIEMBRE
COCHABAMBA;VILLA TUNARI;40 ARROYOS;SINDICATO 40 ARROYOS;60890057;40 ARROYOS
COCHABAMBA;VILLA TUNARI;COPACABANA BAJA;SIND. COPACABANA BAJA;60890060;COPACABANA BAJA
COCHABAMBA;VILLA TUNARI;PUERTO SUCRE;SINDICATO PUERTO SUCRE;60890069;PUERTO SUCRE
COCHABAMBA;VILLA TUNARI;SAN LORENZO;SAN LORENZO;60890073;SAN LORENZO A
